Functional Exponent Coefficient Energy
BLYP 0.002 -53.5 -53.7770867322
BLYP 0.002 -53.2 -53.4780613927
BLYP 0.002 -52.9 -53.179037702
BLYP 0.002 -52.6 -52.8800156691
BLYP 0.002 -52.3 -52.5809953032
BLYP 0.002 -52 -52.2819766139
BLYP 0.002 -51.7 -51.9829596104
BLYP 0.002 -51.4 -51.6839443024
BLYP 0.002 -51.1 -51.3849306994
BLYP 0.002 -50.8 -51.0859188111
BLYP 0.002 -50.5 -50.7869086474
BLYP 0.002 -50.2 -50.4879002182
BLYP 0.002 -49.9 -50.1888935334
BLYP 0.002 -49.6 -49.8898886033
BLYP 0.002 -49.3 -49.590885438
BLYP 0.002 -49 -49.2918840478
BLYP 0.002 -48.7 -48.9928844433
BLYP 0.002 -48.4 -48.6938866349
BLYP 0.002 -48.1 -48.3948906332
BLYP 0.002 -47.8 -48.0958964492
BLYP 0.002 -47.5 -47.7969040936
BLYP 0.002 -47.2 -47.4979135775
BLYP 0.002 -46.9 -47.198924912
BLYP 0.002 -46.6 -46.8999381084
BLYP 0.002 -46.3 -46.600953178
BLYP 0.002 -46 -46.3019701324
BLYP 0.002 -45.7 -46.0029889832
BLYP 0.002 -45.4 -45.7040097422
BLYP 0.002 -45.1 -45.4050324213
BLYP 0.002 -44.8 -45.1060570326
BLYP 0.002 -44.5 -44.8070835884
BLYP 0.002 -44.2 -44.5081121009
BLYP 0.002 -43.9 -44.2091425827
BLYP 0.002 -43.6 -43.9101750465
BLYP 0.002 -43.3 -43.6112095052
BLYP 0.002 -43 -43.312245972
BLYP 0.002 -42.7 -43.0132844603
BLYP 0.002 -42.4 -42.714324998
BLYP 0.002 -42.1 -42.4153675923
BLYP 0.002 -41.8 -42.1164122492
BLYP 0.002 -41.5 -41.8174589823
BLYP 0.002 -41.2 -41.5185078055
BLYP 0.002 -40.9 -41.2195587329
BLYP 0.002 -40.6 -40.9206117787
BLYP 0.002 -40.3 -40.6216669575
BLYP 0.002 -40 -40.3227242841
BLYP 0.002 -39.7 -40.0237837733
BLYP 0.002 -39.4 -39.7248454402
BLYP 0.002 -39.1 -39.4259093003
BLYP 0.002 -38.8 -39.1269753692
BLYP 0.002 -38.5 -38.8280436625
BLYP 0.002 -38.2 -38.5291141964
BLYP 0.002 -37.9 -38.2301869871
BLYP 0.002 -37.6 -37.9312620511
BLYP 0.002 -37.3 -37.6323394052
BLYP 0.002 -37 -37.3334190662
BLYP 0.002 -36.7 -37.0345010515
BLYP 0.002 -36.4 -36.7355853785
BLYP 0.002 -36.1 -36.4366720648
BLYP 0.002 -35.8 -36.1377611295
BLYP 0.002 -35.5 -35.8388526001
BLYP 0.002 -35.2 -35.5399464851
BLYP 0.002 -34.9 -35.2410428031
BLYP 0.002 -34.6 -34.9421415734
BLYP 0.002 -34.3 -34.6432428158
BLYP 0.002 -34 -34.3443465503
BLYP 0.002 -33.7 -34.045452797
BLYP 0.002 -33.4 -33.7465615768
BLYP 0.002 -33.1 -33.4476729105
BLYP 0.002 -32.8 -33.1487868197
BLYP 0.002 -32.5 -32.8499033261
BLYP 0.002 -32.2 -32.5510224521
BLYP 0.002 -31.9 -32.2521442296
BLYP 0.002 -31.6 -31.9532686815
BLYP 0.002 -31.3 -31.6543958231
BLYP 0.002 -31 -31.3555256777
BLYP 0.002 -30.7 -31.0566582695
BLYP 0.002 -30.4 -30.7577936233
BLYP 0.002 -30.1 -30.458931764
BLYP 0.002 -29.8 -30.1600727174
BLYP 0.002 -29.5 -29.8612165096
BLYP 0.002 -29.2 -29.5623631674
BLYP 0.002 -28.9 -29.2635127179
BLYP 0.002 -28.6 -28.9646651891
BLYP 0.002 -28.3 -28.6658206092
BLYP 0.002 -28 -28.3669790093
BLYP 0.002 -27.7 -28.0681404179
BLYP 0.002 -27.4 -27.7693048666
BLYP 0.002 -27.1 -27.4704723895
BLYP 0.002 -26.8 -27.1716430137
BLYP 0.002 -26.5 -26.8728167714
BLYP 0.002 -26.2 -26.5739936954
BLYP 0.002 -25.9 -26.2751738198
BLYP 0.002 -25.6 -25.976357179
BLYP 0.002 -25.3 -25.6775438095
BLYP 0.002 -25 -25.3787337486
BLYP 0.002 -24.7 -25.0799270318
BLYP 0.002 -24.4 -24.7811236973
BLYP 0.002 -24.1 -24.4823237846
BLYP 0.002 -23.8 -24.1835273333
BLYP 0.002 -23.5 -23.8847343845
BLYP 0.002 -23.2 -23.5859449804
BLYP 0.002 -22.9 -23.287159164
BLYP 0.002 -22.6 -22.9883769798
BLYP 0.002 -22.3 -22.689598473
BLYP 0.002 -22 -22.3908236905
BLYP 0.002 -21.7 -22.0920526803
BLYP 0.002 -21.4 -21.7932854916
BLYP 0.002 -21.1 -21.4945221752
BLYP 0.002 -20.8 -21.1957627831
BLYP 0.002 -20.5 -20.8970073689
BLYP 0.002 -20.2 -20.5982559878
BLYP 0.002 -19.9 -20.2995086966
BLYP 0.002 -19.6 -20.0007655537
BLYP 0.002 -19.3 -19.7020266193
BLYP 0.002 -19 -19.4032919556
BLYP 0.002 -18.7 -19.1045616264
BLYP 0.002 -18.4 -18.8058356977
BLYP 0.002 -18.1 -18.5071142376
BLYP 0.002 -17.8 -18.2083973162
BLYP 0.002 -17.5 -17.9096850061
BLYP 0.002 -17.2 -17.610977382
BLYP 0.002 -16.9 -17.3122745214
BLYP 0.002 -16.6 -17.0135765041
BLYP 0.002 -16.3 -16.7148834129
BLYP 0.002 -16 -16.416195333
BLYP 0.002 -15.7 -16.1175123531
BLYP 0.002 -15.4 -15.8188345647
BLYP 0.002 -15.1 -15.5201620627
BLYP 0.002 -14.8 -15.2214949451
BLYP 0.002 -14.5 -14.922833314
BLYP 0.002 -14.2 -14.6241772749
BLYP 0.002 -13.9 -14.3255269374
BLYP 0.002 -13.6 -14.026882415
BLYP 0.002 -13.3 -13.728243826
BLYP 0.002 -13 -13.4296112928
BLYP 0.002 -12.7 -13.1309849429
BLYP 0.002 -12.4 -12.8323649089
BLYP 0.002 -12.1 -12.5337513284
BLYP 0.002 -11.8 -12.2351443448
BLYP 0.002 -11.5 -11.9365441075
BLYP 0.002 -11.2 -11.637950772
BLYP 0.002 -10.9 -11.3393645002
BLYP 0.002 -10.6 -11.0407854611
BLYP 0.002 -10.3 -10.7422138308
BLYP 0.002 -10 -10.4436497933
BLYP 0.002 -9.7 -10.1450935405
BLYP 0.002 -9.4 -9.846545273
BLYP 0.002 -9.1 -9.5480052001
BLYP 0.002 -8.8 -9.2494735412
BLYP 0.002 -8.5 -8.9509505253
BLYP 0.002 -8.2 -8.6524363924
BLYP 0.002 -7.9 -8.3539313935
BLYP 0.002 -7.6 -8.0554357919
BLYP 0.002 -7.3 -7.7569498633
BLYP 0.002 -7 -7.4584738969
BLYP 0.002 -6.7 -7.1600081963
BLYP 0.002 -6.4 -6.8615530799
BLYP 0.002 -6.1 -6.5631088822
BLYP 0.002 -5.8 -6.2646759549
BLYP 0.002 -5.5 -5.9662546674
BLYP 0.002 -5.2 -5.6678454083
BLYP 0.002 -4.9 -5.3694485868
BLYP 0.002 -4.6 -5.0710646333
BLYP 0.002 -4.3 -4.7726940014
BLYP 0.002 -4 -4.474337169
BLYP 0.002 -3.7 -4.17599464
BLYP 0.002 -3.4 -3.8776669458
BLYP 0.002 -3.1 -3.5793546472
BLYP 0.002 -2.8 -3.2810583364
BLYP 0.002 -2.5 -2.9827786385
BLYP 0.002 -2.2 -2.684516214
BLYP 0.002 -1.9 -2.3862717614
BLYP 0.002 -1.6 -2.0880460188
BLYP 0.002 -1.3 -1.789839767
BLYP 0.002 -1 -1.4916538323
BLYP 0.002 -0.7 -1.193489089
BLYP 0.002 -0.4 -0.8953464628
BLYP 0.002 -0.1 -0.5972269339
BLYP 0.002 0.2 -0.2991315403
BLYP 0.002 0.5 -0.0010613818
BLYP 0.002 0.8 0.2969823769
BLYP 0.002 1.1 0.5949985014
BLYP 0.002 1.4 0.8929856841
BLYP 0.002 1.7 1.1909425397
BLYP 0.002 2 1.4888676005
BLYP 0.002 2.3 1.786759312
BLYP 0.002 2.6 2.0846160279
BLYP 0.002 2.9 2.3824360055
BLYP 0.002 3.2 2.6802174003
BLYP 0.002 3.5 2.9779582615
BLYP 0.002 3.8 3.2756565264
BLYP 0.002 4.1 3.5733100157
BLYP 0.002 4.4 3.8709164286
BLYP 0.002 4.7 4.1684733378
BLYP 0.002 5 4.465978185
BLYP 0.002 5.3 4.7634282768
BLYP 0.002 5.6 5.0608207806
BLYP 0.002 5.9 5.3581527213
BLYP 0.002 6.2 5.6554209781
BLYP 0.002 6.5 5.9526222826
BLYP 0.002 6.8 6.249753217
BLYP 0.002 7.1 6.5468102132
BLYP 0.002 7.4 6.8437895531
BLYP 0.002 7.7 7.1406873696
BLYP 0.002 8 7.4374996483
BLYP 0.002 8.3 7.7342222304
BLYP 0.002 8.6 8.0308508171
BLYP 0.002 8.9 8.3273809735
BLYP 0.002 9.2 8.6238081352
BLYP 0.002 9.5 8.9201276142
BLYP 0.002 9.8 9.2163346058
BLYP 0.002 10.1 9.5124241968
BLYP 0.002 10.4 9.8083913724
BLYP 0.002 10.7 10.1042310245
BLYP 0.002 11 10.3999379584
BLYP 0.002 11.3 10.6955068997
BLYP 0.002 11.6 10.9909324992
BLYP 0.002 11.9 11.2862093361
BLYP 0.002 12.2 11.5813319189
BLYP 0.002 12.5 11.8762946817
BLYP 0.002 12.8 12.171091977
BLYP 0.002 13.1 12.4657180609
BLYP 0.002 13.4 12.7601670699
BLYP 0.002 13.7 13.0544329867
BLYP 0.002 14 13.3485095916
BLYP 0.002 14.3 13.6423903988
BLYP 0.002 14.6 13.9360685829
BLYP 0.002 14.9 14.2295369425
BLYP 0.002 15.2 14.5227881249
BLYP 0.002 15.5 14.8158156969
BLYP 0.002 15.8 15.1086159984
BLYP 0.002 16.1 15.4011887793
BLYP 0.002 16.4 15.6935365249
BLYP 0.002 16.7 15.9856651645
BLYP 0.002 17 16.2775835893
BLYP 0.002 17.3 16.5693019246
BLYP 0.002 17.6 16.8608308472
BLYP 0.002 17.9 17.1521823889
BLYP 0.002 18.2 17.4433703534
BLYP 0.002 18.5 17.7344086417
BLYP 0.002 18.8 18.0253102954
